left,right,match,prompt,completion,pred_ditto_new_wdc_small,pred_ditto_new_wdc_medium,pred_ditto_new_wdc_large
"brand: Pacsafe 
title: Venturesafe X18 Rucksack 14″ Polyester, Nylon schwarz 
price: 59.95 
priceCurrency: EUR","title: Peak Design Everyday Sling v2 
description: The 10L, blackEveryday Sling v2fromPeak Designis a versatile carrying option with a padded, non-slip strap that can be configured for wear over the right or left shoulder. Designed to fit snugly against the body, the 10L Everyday Sling v2's zippered clamshell opening allows the main compartment to be easily reached, which includes two dividers that can be configured according to the specific equipment being carried. The dividers are foldable, and can cradle curved surfaces such as the grip of a camera with an attached lens. During use, the foldable dividers enhance protection between those curved surfaces and adjacent items while minimizing the area between them for more efficient use of the main compartment's space.Within the main compartment, the 10L Everyday Sling v2's padded sleeve for a 13\ tablet or laptop computer is positioned to rest against the wearer while four pockets can serve to store and organize camera batteries, memory cards, or small electronics. Along th
price: 149.95 
priceCurrency: USD",False,"brand: Pacsafe 
title: Venturesafe X18 Rucksack 14″ Polyester, Nylon schwarz 
price: 59.95 
priceCurrency: EUR

###

title: Peak Design Everyday Sling v2 
description: The 10L, blackEveryday Sling v2fromPeak Designis a versatile carrying option with a padded, non-slip strap that can be configured for wear over the right or left shoulder. Designed to fit snugly against the body, the 10L Everyday Sling v2's zippered clamshell opening allows the main compartment to be easily reached, which includes two dividers that can be configured according to the specific equipment being carried. The dividers are foldable, and can cradle curved surfaces such as the grip of a camera with an attached lens. During use, the foldable dividers enhance protection between those curved surfaces and adjacent items while minimizing the area between them for more efficient use of the main compartment's space.Within the main compartment, the 10L Everyday Sling v2's padded sleeve for a 13\ tablet or laptop computer is positioned to rest against the wearer while four pockets can serve to store and organize camera batteries, memory cards, or small electronics. Along th
price: 149.95 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: TAG Heuer Autavia Men's Calibre 5 Chronometer Watch WBE5114.FC8266 
description: A rugged adventurer’s watch with heritage-styled design features true to its pioneering roots as an airplane and race-car dashboard instrument. The uncluttered, blue smoked dial is legible in even the most challenging conditions.Condition: New/UnwornCase Shape: RoundCase Dimensions: 42mmCase Material: Stainless SteelDial Color: Smoky Black 
price: 3100.00 
priceCurrency: USD","brand: TAG Heuer 
title: TAG Heuer Carrera Quartz Steel 39mm Women's Watch",False,"title: TAG Heuer Autavia Men's Calibre 5 Chronometer Watch WBE5114.FC8266 
description: A rugged adventurer’s watch with heritage-styled design features true to its pioneering roots as an airplane and race-car dashboard instrument. The uncluttered, blue smoked dial is legible in even the most challenging conditions.Condition: New/UnwornCase Shape: RoundCase Dimensions: 42mmCase Material: Stainless SteelDial Color: Smoky Black 
price: 3100.00 
priceCurrency: USD

###

brand: TAG Heuer 
title: TAG Heuer Carrera Quartz Steel 39mm Women's Watch

###

Same product?", no,False,False,False
"brand: Ice-Watch 
title: Ice-Watch016985 Duo Chic Watch 
description: Pink Ladies Watch size Medium 
price: 93.00 
priceCurrency: GBP","brand: Seiko 
title: Seiko Prospex SRPE09K1 Prospex watch 
description: Automatic diving watch with day-date bubble 
price: 501.17 
priceCurrency: GBP",False,"brand: Ice-Watch 
title: Ice-Watch016985 Duo Chic Watch 
description: Pink Ladies Watch size Medium 
price: 93.00 
priceCurrency: GBP

###

brand: Seiko 
title: Seiko Prospex SRPE09K1 Prospex watch 
description: Automatic diving watch with day-date bubble 
price: 501.17 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: Seiko Presage Watch Cocktail Collection The Gimlet 
description: Seiko%20Presage%20Watch%20Cocktail%20Collection%20The%20Gimlet%20%23add-content%20%23bezel-fixed%20%23bracelet-strap-leather%20%23brand-seiko-presage%20%23case-depth-11-8mm%20%23case-material-steel%20%23case-width-40-5mm%20%23date-yes%20%23delivery-timescale-call-us%20%23dial-colour-cream%20%23gender-mens%20%23luxury%20%23movement-automatic%20%23official-stockist-for-seiko-presage-watches%20%23packaging-seiko-presage-watch-packaging%20%23sale-item-no%20%23style-dress%20%23subcat-presage%20%23sup 
price: 350.00 
priceCurrency: GBP","brand: Seiko 
title: Seiko Prospex SRPE09K1 Prospex watch 
description: Automatic diving watch with day-date bubble 
price: 501.17 
priceCurrency: GBP",False,"title: Seiko Presage Watch Cocktail Collection The Gimlet 
description: Seiko%20Presage%20Watch%20Cocktail%20Collection%20The%20Gimlet%20%23add-content%20%23bezel-fixed%20%23bracelet-strap-leather%20%23brand-seiko-presage%20%23case-depth-11-8mm%20%23case-material-steel%20%23case-width-40-5mm%20%23date-yes%20%23delivery-timescale-call-us%20%23dial-colour-cream%20%23gender-mens%20%23luxury%20%23movement-automatic%20%23official-stockist-for-seiko-presage-watches%20%23packaging-seiko-presage-watch-packaging%20%23sale-item-no%20%23style-dress%20%23subcat-presage%20%23sup 
price: 350.00 
priceCurrency: GBP

###

brand: Seiko 
title: Seiko Prospex SRPE09K1 Prospex watch 
description: Automatic diving watch with day-date bubble 
price: 501.17 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: Dutch Doobadoo Dutch Mask Art stencil Bubbles A5 
description: DDBD Dutch Mask Art Bubbles A5 
price: 3.50 
priceCurrency: EUR","title: Dutch Doobadoo - Dutch Mask Art - Bubles 
description: A5-Formaat 
price: 3.75 
priceCurrency: EUR",True,"title: Dutch Doobadoo Dutch Mask Art stencil Bubbles A5 
description: DDBD Dutch Mask Art Bubbles A5 
price: 3.50 
priceCurrency: EUR

###

title: Dutch Doobadoo - Dutch Mask Art - Bubles 
description: A5-Formaat 
price: 3.75 
priceCurrency: EUR

###

Same product?", yes,True,False,True
"title: Omega Seamaster DIVER 300MOMEGA CO-AXIAL MASTER CHRONOMETER 42 MM 
price: 219000 
priceCurrency: MXN","brand: Omega 
title: Omega Seamaster Planet Ocean 600 M Co-Axial Master Chronometer 39,5mm 
price: 4025.862069 
priceCurrency: EUR",False,"title: Omega Seamaster DIVER 300MOMEGA CO-AXIAL MASTER CHRONOMETER 42 MM 
price: 219000 
priceCurrency: MXN

###

brand: Omega 
title: Omega Seamaster Planet Ocean 600 M Co-Axial Master Chronometer 39,5mm 
price: 4025.862069 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Cisco Catalyst 2960-48TT-L 
description: Cisco Catalyst 2960 Series Intelligent Ethernet switches, a fixed-configuration standalone devices that provide desktop Fast Ethernet and Gigabit Ethernet connectivity for entry-level enterprise, mid-market, and branch office networks, helping enable enhanced LAN services. The Catalyst 2960 Series offers integrated security, including network admission control (NAC), as well as advanced quality of service (QoS) and resiliency, delivering intelligent services for the network edge 
price: $719.00 
priceCurrency: NZD","title: Daddario NYXL 11-64 Medium 7 String 
description: NYXL1164 is designed with larger gauges for 7-string players who prefer moderate flexibility and a full, beefy tone. NYXL1164 is optimized for 25.5 scale length: Plain Steel .011 .014 .018 Nickel Wound .028 .038 .049 .064 
price: 16.9 
priceCurrency: EUR",False,"title: Cisco Catalyst 2960-48TT-L 
description: Cisco Catalyst 2960 Series Intelligent Ethernet switches, a fixed-configuration standalone devices that provide desktop Fast Ethernet and Gigabit Ethernet connectivity for entry-level enterprise, mid-market, and branch office networks, helping enable enhanced LAN services. The Catalyst 2960 Series offers integrated security, including network admission control (NAC), as well as advanced quality of service (QoS) and resiliency, delivering intelligent services for the network edge 
price: $719.00 
priceCurrency: NZD

###

title: Daddario NYXL 11-64 Medium 7 String 
description: NYXL1164 is designed with larger gauges for 7-string players who prefer moderate flexibility and a full, beefy tone. NYXL1164 is optimized for 25.5 scale length: Plain Steel .011 .014 .018 Nickel Wound .028 .038 .049 .064 
price: 16.9 
priceCurrency: EUR

###

Same product?", no,False,False,False
"brand: Lezyne 
title: Lezyne standing air pump Steel Floor Drive Tall black glossy 
description: Durable, machined aluminum base with steel cylinder and piston. Oversized 3.5 inch precision meter. Extra-long, high-strength hose with matrix composite couplings. Lacquered surface with lacquered wooden handle. ABS1 Pro pump head equipped.Properties:- Maximum pressure: 220 psi / 15 bar- Pressure gauge: Analog 3,5 \- Material: aluminum / steel- ABS-1 PRO Chuck Valve attachment 
price: 50.08 
priceCurrency: EUR","title: D'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings 
description: D'Addario XL Nickel Wound Balanced Tension Electric Guitar StringsD'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings are comprised of mathematically optimized string gauge combinations, resulting in greater control and playing comfort. Combined with the distinctive bright tone of XL nickel wound strings, each set offers greater dynamic control and a more consistent feel between strings for evenly balanced bending, strumming, fretting, picking, plucking and slapping.Order yourD'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings from Kincaid's Is Music today! 
price: 5.49 
priceCurrency: USD",False,"brand: Lezyne 
title: Lezyne standing air pump Steel Floor Drive Tall black glossy 
description: Durable, machined aluminum base with steel cylinder and piston. Oversized 3.5 inch precision meter. Extra-long, high-strength hose with matrix composite couplings. Lacquered surface with lacquered wooden handle. ABS1 Pro pump head equipped.Properties:- Maximum pressure: 220 psi / 15 bar- Pressure gauge: Analog 3,5 \- Material: aluminum / steel- ABS-1 PRO Chuck Valve attachment 
price: 50.08 
priceCurrency: EUR

###

title: D'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings 
description: D'Addario XL Nickel Wound Balanced Tension Electric Guitar StringsD'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings are comprised of mathematically optimized string gauge combinations, resulting in greater control and playing comfort. Combined with the distinctive bright tone of XL nickel wound strings, each set offers greater dynamic control and a more consistent feel between strings for evenly balanced bending, strumming, fretting, picking, plucking and slapping.Order yourD'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings from Kincaid's Is Music today! 
price: 5.49 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: HIKVISION DS-7204HQHI-K1 (Turbo HD 4.0) 1080P/4MP Lite 
description: Support H.265 Pro+/H.265 Pro/H.265 video compression Support HDTVI/AHD/CVI/CVBS/IP video input Audio via coaxial cable Max. 6/12/24 IP cameras input (up to 6 MP) Max. 800 m for 1080p and 1200 m for 720p HDTVI signal transmission Up to 10 TB capacity per HDD 
price: 265.00 
priceCurrency: AED","title: HIKVISION-DS-7216HQHI-K1 (Turbo HD 4.0)1080P 4MP Lite 
description: Support H.265 Pro+/H.265 Pro/H.265 video compression Support HDTVI/AHD/CVI/CVBS/IP video input Audio via coaxial cable Max. 6/12/24 IP cameras input (up to 6 MP) Max. 800 m for 1080p and 1200 m for 720p HDTVI signal transmission Up to 10 TB capacity per HDD 
price: 715.00 
priceCurrency: AED",False,"title: HIKVISION DS-7204HQHI-K1 (Turbo HD 4.0) 1080P/4MP Lite 
description: Support H.265 Pro+/H.265 Pro/H.265 video compression Support HDTVI/AHD/CVI/CVBS/IP video input Audio via coaxial cable Max. 6/12/24 IP cameras input (up to 6 MP) Max. 800 m for 1080p and 1200 m for 720p HDTVI signal transmission Up to 10 TB capacity per HDD 
price: 265.00 
priceCurrency: AED

###

title: HIKVISION-DS-7216HQHI-K1 (Turbo HD 4.0)1080P 4MP Lite 
description: Support H.265 Pro+/H.265 Pro/H.265 video compression Support HDTVI/AHD/CVI/CVBS/IP video input Audio via coaxial cable Max. 6/12/24 IP cameras input (up to 6 MP) Max. 800 m for 1080p and 1200 m for 720p HDTVI signal transmission Up to 10 TB capacity per HDD 
price: 715.00 
priceCurrency: AED

###

Same product?", no,True,False,False
"title: HP Color LaserJet Professional CP5225dn /A3,20ppm 
description: HP Color LaserJet Professional CP5225dn /A3,20ppm 
price: 44096.00 
priceCurrency: CZK","title: TONER SAMSUNG MLT-D309L (HP SV098A) (ML-5510ND / 6510ND) 
description: TONER SAMSUNG MLT-D309L (HP SV098A) (ML-5510ND / 6510ND) 
price: 276 
priceCurrency: USD",False,"title: HP Color LaserJet Professional CP5225dn /A3,20ppm 
description: HP Color LaserJet Professional CP5225dn /A3,20ppm 
price: 44096.00 
priceCurrency: CZK

###

title: TONER SAMSUNG MLT-D309L (HP SV098A) (ML-5510ND / 6510ND) 
description: TONER SAMSUNG MLT-D309L (HP SV098A) (ML-5510ND / 6510ND) 
price: 276 
priceCurrency: USD

###

Same product?", no,False,False,False
